Customer_ID,Customer_Name,Total_Orders,Units_Sold,Revenue,Profit,Profit_Margin_Percent,Average_Order_Value
CUST03149,Karan Nair,16,46,482374.99,148057.64,30.69,30148.44
CUST04678,Aarav Patil,15,45,482120.93,138270.63,28.68,32141.4
CUST03969,Rohan Kumar,19,50,481934.91,137748.73,28.58,25365.0
CUST01307,Arjun Sharma,19,54,481414.0,116318.95,24.16,25337.58
CUST01441,Kavya Sharma,18,48,481020.45,118135.15,24.56,26723.36
CUST05866,Neha Joshi,20,59,480274.75,105160.06,21.9,24013.74
CUST05985,Rahul Shah,20,48,478666.8,127650.47,26.67,23933.34
CUST02439,Priya Deshmukh,15,51,477507.72,112484.63,23.56,31833.85
CUST04335,Amit Gupta,21,57,477477.47,109423.13,22.92,22737.02
CUST04325,Vivaan Patil,16,44,476180.64,143513.91,30.14,29761.29
CUST03262,Karan Joshi,21,56,474872.14,143480.72,30.21,22612.96
CUST02501,Sneha Mehta,20,60,474795.5,115290.66,24.28,23739.78
CUST04610,Sneha Singh,22,53,474387.08,116183.55,24.49,21563.05
CUST04123,Amit Nair,15,46,473712.82,118695.05,25.06,31580.85
CUST04165,Amit Gupta,15,48,473079.78,133329.37,28.18,31538.65
CUST00382,Vivaan Gupta,13,40,472609.12,130441.01,27.6,36354.55
CUST05566,Isha Mehta,18,52,472210.38,116519.06,24.68,26233.91
CUST02034,Vivaan Kumar,21,60,471708.23,108868.3,23.08,22462.3
CUST05036,Amit Patil,20,50,471552.49,115082.24,24.4,23577.62
CUST05431,Arjun Kumar,17,50,471221.61,101682.8,21.58,27718.92
CUST05604,Pooja Verma,18,50,471013.14,116158.44,24.66,26167.4
CUST02782,Pooja Verma,17,55,470932.49,119620.16,25.4,27701.91
CUST03990,Kavya Deshmukh,17,42,468466.48,128564.92,27.44,27556.85
CUST03665,Amit Joshi,21,44,468411.8,116279.56,24.82,22305.32
CUST00716,Sneha Nair,17,49,467191.18,105142.65,22.51,27481.83
CUST01340,Sneha Deshmukh,21,54,466827.65,100289.41,21.48,22229.89
CUST03012,Isha Deshmukh,19,49,466653.47,118641.73,25.42,24560.71
CUST03400,Aditya Joshi,17,46,466585.75,116817.04,25.04,27446.22
CUST04829,Karan Mehta,21,43,466528.72,116856.39,25.05,22215.65
CUST05940,Aditya Sharma,17,41,465487.21,122354.02,26.29,27381.6
CUST03557,Kavya Mhaske,17,51,465209.01,135138.2,29.05,27365.24
CUST01273,Meera Joshi,24,56,463517.75,82907.74,17.89,19313.24
CUST04770,Aarav Mehta,19,55,463325.7,120037.03,25.91,24385.56
CUST04478,Amit Patil,16,57,462705.01,119015.78,25.72,28919.06
CUST03899,Rohan Shah,19,50,461366.2,131587.73,28.52,24282.43
CUST01719,Meera Singh,23,59,460987.84,103193.75,22.39,20042.95
CUST02819,Amit Singh,13,42,459872.75,121016.65,26.32,35374.83
CUST00139,Karan Nair,19,57,459827.19,121576.85,26.44,24201.43
CUST05394,Karan Shah,12,44,459446.74,137280.3,29.88,38287.23
CUST03248,Meera Kumar,19,50,459384.11,93781.56,20.41,24178.11
CUST03711,Amit Verma,19,50,458044.16,138849.9,30.31,24107.59
CUST05152,Vivaan Mhaske,24,51,457598.22,128627.27,28.11,19066.59
CUST05012,Priya Mehta,18,52,457329.16,95811.23,20.95,25407.18
CUST03497,Vivaan Singh,18,56,456254.79,119968.53,26.29,25347.49
CUST00831,Aditya Patil,17,46,455533.36,125298.88,27.51,26796.08
CUST04883,Pooja Sharma,17,51,454970.57,89393.3,19.65,26762.97
CUST00440,Rahul Mehta,17,55,453880.07,118067.92,26.01,26698.83
CUST01503,Ananya Verma,21,59,452443.78,91538.93,20.23,21544.94
CUST01975,Neha Gupta,19,45,452009.18,104275.25,23.07,23789.96
CUST02242,Kavya Gupta,21,55,450315.1,105070.49,23.33,21443.58
CUST04091,Neha Patil,18,50,448038.48,88519.8,19.76,24891.03
CUST04181,Amit Shah,10,35,447731.64,114992.13,25.68,44773.16
CUST05808,Kavya Deshmukh,12,39,447589.47,131518.2,29.38,37299.12
CUST04680,Ananya Deshmukh,16,42,447281.23,125947.11,28.16,27955.08
CUST01293,Arjun Mhaske,18,52,446482.53,126853.66,28.41,24804.58
CUST05337,Isha Nair,18,55,445757.93,112184.35,25.17,24764.33
CUST05646,Priya Sharma,17,46,445404.63,113720.81,25.53,26200.27
CUST05640,Rahul Verma,18,46,445135.39,110656.35,24.86,24729.74
CUST04348,Vivaan Sharma,18,49,443559.37,100479.82,22.65,24642.19
CUST00632,Sneha Joshi,22,65,443303.4,113507.54,25.6,20150.15
CUST01662,Karan Verma,19,57,441725.32,121665.86,27.54,23248.7
CUST01940,Kavya Shah,17,44,441277.12,118108.9,26.77,25957.48
CUST03905,Sneha Nair,20,52,441006.14,120476.09,27.32,22050.31
CUST00285,Meera Joshi,20,62,439974.37,99235.35,22.55,21998.72
CUST02712,Neha Sharma,14,47,439296.17,131024.43,29.83,31378.3
CUST00563,Sneha Gupta,17,42,438336.16,121823.37,27.79,25784.48
CUST04854,Rahul Joshi,19,48,438168.39,107882.61,24.62,23061.49
CUST00341,Neha Verma,18,46,438153.61,112259.54,25.62,24341.87
CUST01651,Isha Mhaske,12,43,437968.27,98893.98,22.58,36497.36
CUST05329,Aditya Nair,19,44,437917.21,110130.63,25.15,23048.27
CUST05585,Rohan Gupta,19,56,437684.91,129070.84,29.49,23036.05
CUST00303,Vivaan Kumar,18,43,436689.29,122646.49,28.09,24260.52
CUST03078,Rohan Nair,16,46,436573.78,111876.54,25.63,27285.86
CUST02429,Aarav Nair,17,57,436473.07,128576.38,29.46,25674.89
CUST03896,Rahul Shah,14,39,436460.88,119273.31,27.33,31175.78
CUST02379,Priya Verma,15,59,435847.52,102665.25,23.56,29056.5
CUST00756,Meera Singh,17,46,435795.43,99197.09,22.76,25635.03
CUST02417,Pooja Nair,16,48,434769.24,100552.32,23.13,27173.08
CUST04414,Arjun Sharma,21,46,434529.97,108646.56,25.0,20691.9
CUST05162,Rohan Patil,17,42,434505.69,112294.65,25.84,25559.16
CUST05860,Sneha Singh,16,43,432611.05,77558.83,17.93,27038.19
CUST02303,Aarav Mehta,18,46,432554.02,122444.73,28.31,24030.78
CUST03424,Rohan Nair,19,55,431083.43,112123.53,26.01,22688.6
CUST01256,Arjun Joshi,16,48,430185.06,95390.27,22.17,26886.57
CUST00644,Neha Mehta,14,43,429682.28,121610.26,28.3,30691.59
CUST01780,Rahul Gupta,19,44,429658.14,82745.67,19.26,22613.59
CUST00614,Rahul Joshi,15,39,429409.12,95742.92,22.3,28627.27
CUST00607,Priya Mhaske,20,58,429215.5,109836.57,25.59,21460.78
CUST05528,Vivaan Deshmukh,15,45,429014.41,92182.14,21.49,28600.96
CUST03587,Aarav Verma,18,39,428670.43,133664.72,31.18,23815.02
CUST04865,Aditya Joshi,15,51,428286.87,105502.9,24.63,28552.46
CUST00564,Priya Deshmukh,15,52,427959.06,124421.21,29.07,28530.6
CUST01880,Pooja Verma,14,44,427869.61,128450.0,30.02,30562.11
CUST01894,Aarav Deshmukh,17,54,427626.68,117944.12,27.58,25154.51
CUST02346,Neha Joshi,20,46,427349.64,112169.96,26.25,21367.48
CUST05697,Meera Gupta,20,53,427181.99,113111.33,26.48,21359.1
CUST05944,Vivaan Shah,20,56,426593.0,104914.84,24.59,21329.65
CUST00301,Rahul Nair,18,47,426415.48,100965.32,23.68,23689.75
CUST00689,Aarav Joshi,24,51,426338.82,87662.92,20.56,17764.12
CUST05185,Amit Gupta,19,43,426289.05,106828.01,25.06,22436.27
CUST05612,Arjun Mhaske,20,48,425956.65,90998.49,21.36,21297.83
CUST00234,Amit Singh,20,56,424936.45,124838.44,29.38,21246.82
CUST00027,Karan Gupta,19,52,424852.81,113017.41,26.6,22360.67
CUST04809,Amit Shah,18,47,424708.34,88080.21,20.74,23594.91
CUST00072,Rohan Nair,19,66,424330.66,88969.87,20.97,22333.19
CUST04036,Kavya Sharma,16,50,423701.65,101785.04,24.02,26481.35
CUST03777,Meera Mehta,19,46,423522.18,101214.03,23.9,22290.64
CUST00846,Rahul Verma,14,39,422731.4,121653.61,28.78,30195.1
CUST03008,Isha Gupta,17,48,421609.83,110198.8,26.14,24800.58
CUST01742,Ananya Deshmukh,15,44,421409.09,111582.59,26.48,28093.94
CUST02638,Kavya Nair,23,56,421095.85,91476.66,21.72,18308.52
CUST05315,Karan Singh,19,46,420938.81,120411.78,28.61,22154.67
CUST01385,Priya Patil,13,44,420868.09,118047.54,28.05,32374.47
CUST03477,Amit Gupta,15,37,420806.0,120021.98,28.52,28053.73
CUST02258,Aditya Sharma,14,44,420711.13,90064.98,21.41,30050.8
CUST01639,Isha Shah,20,45,419932.6,97980.17,23.33,20996.63
CUST00742,Rahul Patil,18,40,419575.07,105636.23,25.18,23309.73
CUST00682,Arjun Gupta,19,42,419527.75,98926.79,23.58,22080.41
CUST00613,Rahul Verma,13,44,419353.81,114413.73,27.28,32257.99
CUST01113,Pooja Sharma,14,44,419059.67,120203.19,28.68,29932.83
CUST02506,Pooja Patil,14,48,418553.33,119608.99,28.58,29896.67
CUST02240,Sneha Gupta,21,52,418110.38,91163.22,21.8,19910.02
CUST05586,Rahul Mhaske,18,47,417692.9,129015.43,30.89,23205.16
CUST04483,Arjun Deshmukh,27,57,417594.53,103491.33,24.78,15466.46
CUST01818,Kavya Nair,22,47,417589.12,105524.79,25.27,18981.32
CUST03860,Kavya Joshi,20,47,417560.66,115068.32,27.56,20878.03
CUST00225,Meera Patil,15,45,417430.88,96153.69,23.03,27828.73
CUST03577,Karan Gupta,16,42,417415.34,107677.62,25.8,26088.46
CUST01736,Pooja Gupta,15,42,417345.45,103934.41,24.9,27823.03
CUST00763,Aditya Deshmukh,15,43,416816.6,117161.41,28.11,27787.77
CUST04338,Karan Mehta,16,42,416654.38,95831.39,23.0,26040.9
CUST04481,Aditya Kumar,17,49,416205.22,91784.4,22.05,24482.66
CUST02945,Rohan Verma,16,45,415729.94,112898.31,27.16,25983.12
CUST04938,Ananya Singh,23,56,413998.66,97721.63,23.6,17999.94
CUST01576,Kavya Singh,13,33,413346.33,115712.29,27.99,31795.87
CUST05071,Neha Shah,20,52,412870.74,107551.32,26.05,20643.54
CUST03973,Aarav Mehta,17,44,412836.96,92968.8,22.52,24284.53
CUST05052,Arjun Deshmukh,22,46,412741.15,108744.38,26.35,18760.96
CUST00949,Rohan Nair,18,54,412234.45,105685.03,25.64,22901.91
CUST05535,Meera Gupta,23,45,411793.27,120611.2,29.29,17904.06
CUST02199,Neha Kumar,19,52,411337.73,114965.15,27.95,21649.35
CUST02790,Rahul Patil,19,40,410918.0,82451.36,20.07,21627.26
CUST04199,Pooja Joshi,17,44,410174.83,113455.3,27.66,24127.93
CUST02720,Arjun Mhaske,18,50,410094.8,107591.43,26.24,22783.04
CUST02413,Ananya Joshi,16,45,409546.71,117812.05,28.77,25596.67
CUST05905,Neha Patil,18,45,409465.05,103056.56,25.17,22748.06
CUST02056,Rahul Kumar,19,46,409390.54,103596.63,25.31,21546.87
CUST02995,Aarav Joshi,21,48,409184.26,107543.8,26.28,19484.96
CUST04964,Priya Mhaske,18,46,409013.37,107326.31,26.24,22722.97
CUST04597,Rahul Nair,13,34,408895.22,81002.15,19.81,31453.48
CUST04551,Priya Patil,13,44,408703.82,121192.54,29.65,31438.76
CUST01740,Meera Kumar,16,45,408264.9,90842.92,22.25,25516.56
CUST04736,Rahul Deshmukh,23,54,408097.11,105858.84,25.94,17743.35
CUST00244,Isha Shah,15,43,407927.16,110110.35,26.99,27195.14
CUST01163,Aditya Verma,13,43,406487.56,111556.96,27.44,31268.27
CUST05180,Ananya Verma,18,45,406453.11,111513.78,27.44,22580.73
CUST03125,Amit Patil,16,50,406227.77,113918.37,28.04,25389.24
CUST01353,Priya Nair,18,41,406157.98,99989.35,24.62,22564.33
CUST02113,Aditya Gupta,16,46,406038.35,122738.19,30.23,25377.4
CUST04997,Ananya Sharma,21,46,406013.46,98439.99,24.25,19333.97
CUST00591,Amit Mehta,18,45,405707.65,97233.81,23.97,22539.31
CUST00959,Priya Mhaske,17,52,405447.85,101040.5,24.92,23849.87
CUST03106,Aditya Joshi,16,41,404921.92,85561.15,21.13,25307.62
CUST05651,Ananya Deshmukh,22,50,404840.03,103035.1,25.45,18401.82
CUST03343,Amit Singh,15,41,404662.69,94937.84,23.46,26977.51
CUST02724,Amit Nair,21,62,404468.81,87521.48,21.64,19260.42
CUST00354,Neha Nair,18,47,403952.78,105479.65,26.11,22441.82
CUST00053,Vivaan Nair,19,46,403703.38,93549.98,23.17,21247.55
CUST02956,Priya Gupta,14,42,403165.88,74091.98,18.38,28797.56
CUST02749,Priya Joshi,17,46,402796.11,86227.62,21.41,23693.89
CUST00077,Pooja Kumar,21,53,402727.07,108328.92,26.9,19177.48
CUST01386,Isha Deshmukh,13,39,402535.52,111772.77,27.77,30964.27
CUST04112,Neha Sharma,14,46,401898.15,76186.12,18.96,28707.01
CUST03159,Pooja Verma,17,43,401884.87,86161.05,21.44,23640.29
CUST03052,Pooja Singh,11,37,401220.67,98316.72,24.5,36474.61
CUST05949,Isha Sharma,18,42,400684.6,88365.45,22.05,22260.26
CUST05889,Kavya Deshmukh,17,54,400298.86,88433.4,22.09,23546.99
CUST02021,Arjun Kumar,15,36,399578.46,80693.76,20.19,26638.56
CUST03506,Kavya Sharma,21,53,399260.5,104940.31,26.28,19012.4
CUST00080,Pooja Verma,19,40,399209.45,112269.48,28.12,21011.02
CUST00545,Rahul Gupta,16,41,398920.82,95223.83,23.87,24932.55
CUST02975,Pooja Verma,22,58,398605.43,78271.0,19.64,18118.43
CUST04995,Amit Sharma,20,51,398477.59,112792.3,28.31,19923.88
CUST01448,Priya Mhaske,17,41,398359.7,111416.7,27.97,23432.92
CUST05323,Rohan Deshmukh,19,43,398149.73,83165.75,20.89,20955.25
CUST00257,Isha Sharma,15,46,398043.41,113143.3,28.42,26536.23
CUST02499,Pooja Gupta,14,38,397903.08,114417.48,28.76,28421.65
CUST00785,Rahul Patil,16,57,397513.36,82027.6,20.64,24844.58
CUST00154,Kavya Nair,17,48,396573.4,115333.15,29.08,23327.85
CUST05914,Sneha Verma,15,44,396540.79,96489.44,24.33,26436.05
CUST02217,Aditya Verma,23,54,396475.16,101931.15,25.71,17238.05
CUST03761,Pooja Mhaske,15,42,396362.39,91557.75,23.1,26424.16
CUST04322,Arjun Nair,12,36,396267.28,92592.51,23.37,33022.27
CUST03056,Sneha Sharma,18,55,396095.04,82906.28,20.93,22005.28
CUST04430,Isha Gupta,11,37,395988.9,125964.52,31.81,35998.99
CUST05823,Kavya Verma,13,40,395976.55,84964.71,21.46,30459.73
CUST04839,Amit Singh,13,37,395759.66,119809.35,30.27,30443.05
CUST03697,Pooja Mehta,13,44,395555.99,90729.51,22.94,30427.38
CUST05925,Aditya Gupta,16,42,395479.25,87245.79,22.06,24717.45
CUST00429,Sneha Verma,13,43,395419.71,83093.94,21.01,30416.9
CUST01402,Sneha Joshi,13,38,395233.35,96666.88,24.46,30402.57
CUST02662,Priya Patil,20,57,395143.26,103483.33,26.19,19757.16
CUST05666,Rohan Deshmukh,21,50,395120.82,91748.02,23.22,18815.28
CUST05198,Vivaan Sharma,15,43,395093.45,115530.53,29.24,26339.56
CUST01125,Kavya Deshmukh,17,40,394868.4,96067.05,24.33,23227.55
CUST04346,Sneha Sharma,14,39,394808.93,99944.16,25.31,28200.64
CUST03934,Vivaan Patil,14,37,394460.28,88686.94,22.48,28175.73
CUST05837,Ananya Patil,21,48,394185.19,103436.13,26.24,18770.72
CUST02704,Rohan Deshmukh,14,44,394028.1,88907.93,22.56,28144.86
CUST04602,Arjun Deshmukh,13,40,393966.52,116389.96,29.54,30305.12
CUST03485,Isha Gupta,15,35,393599.06,96925.26,24.63,26239.94
CUST04864,Rohan Sharma,22,56,393562.85,120017.97,30.5,17889.22
CUST05125,Sneha Mhaske,14,44,393376.16,81331.47,20.68,28098.3
CUST05785,Sneha Mehta,18,50,393165.49,96727.48,24.6,21842.53
CUST05775,Karan Sharma,16,38,392955.97,91170.12,23.2,24559.75
CUST00485,Aditya Mehta,18,53,392757.71,98400.07,25.05,21819.87
CUST05883,Vivaan Kumar,15,41,392330.3,107689.02,27.45,26155.35
CUST04522,Meera Patil,15,42,392216.46,99058.32,25.26,26147.76
CUST05807,Isha Sharma,13,39,391822.37,101307.98,25.86,30140.18
CUST00821,Aarav Joshi,17,50,391812.58,107264.31,27.38,23047.8
CUST04665,Karan Mhaske,18,43,391766.16,119441.4,30.49,21764.79
CUST02935,Arjun Singh,12,33,391707.59,117615.68,30.03,32642.3
CUST01800,Ananya Deshmukh,19,49,391338.31,77907.79,19.91,20596.75
CUST01357,Priya Gupta,18,43,391229.58,83172.56,21.26,21734.98
CUST03310,Rohan Mehta,16,40,391002.45,112883.57,28.87,24437.65
CUST05116,Ananya Kumar,16,49,390987.49,100330.21,25.66,24436.72
CUST04750,Amit Verma,18,41,390981.86,81644.07,20.88,21721.21
CUST01297,Meera Joshi,22,58,390736.29,105943.56,27.11,17760.74
CUST02361,Aditya Patil,18,49,390525.63,113487.57,29.06,21695.87
CUST04238,Isha Gupta,18,40,390520.81,94021.87,24.08,21695.6
CUST02588,Sneha Patil,15,46,390171.25,91641.1,23.49,26011.42
CUST03073,Neha Shah,13,37,389488.84,80348.96,20.63,29960.68
CUST01575,Sneha Kumar,22,50,389460.19,94503.9,24.27,17702.74
CUST03505,Rahul Sharma,16,42,389009.26,87630.65,22.53,24313.08
CUST05614,Rohan Patil,16,46,388990.71,83797.61,21.54,24311.92
CUST00456,Meera Nair,14,34,388918.14,92412.81,23.76,27779.87
CUST01187,Aditya Sharma,15,46,388828.69,75333.8,19.37,25921.91
CUST04521,Rahul Kumar,15,49,388190.7,101154.83,26.06,25879.38
CUST00727,Arjun Joshi,21,51,387874.49,90967.78,23.45,18470.21
CUST02381,Isha Deshmukh,26,59,387858.95,99703.08,25.71,14917.65
CUST00926,Karan Patil,16,40,387760.62,116597.47,30.07,24235.04
CUST03046,Aarav Mhaske,22,53,387696.79,85856.07,22.15,17622.58
CUST05589,Kavya Joshi,20,43,387655.65,96454.81,24.88,19382.78
CUST01611,Aditya Mehta,12,40,387120.95,115011.41,29.71,32260.08
CUST02666,Amit Kumar,19,44,387019.32,118448.17,30.61,20369.44
CUST03644,Kavya Nair,14,40,387016.43,94550.2,24.43,27644.03
CUST02396,Rahul Joshi,19,54,386986.39,108784.29,28.11,20367.7
CUST04089,Vivaan Nair,14,32,386884.75,97127.57,25.11,27634.63
CUST04673,Kavya Mhaske,16,43,386852.92,101009.23,26.11,24178.31
CUST00134,Meera Gupta,17,40,386708.39,90781.63,23.48,22747.55
CUST05930,Aarav Joshi,17,43,386505.09,105779.23,27.37,22735.59
CUST04874,Arjun Joshi,15,44,386498.87,102758.51,26.59,25766.59
CUST01728,Karan Nair,14,44,386428.35,92423.87,23.92,27602.03
CUST05196,Neha Kumar,15,44,386215.45,97899.55,25.35,25747.7
CUST01933,Rahul Deshmukh,25,56,385891.75,95007.82,24.62,15435.67
CUST05391,Rohan Nair,18,41,385796.89,101380.36,26.28,21433.16
CUST00881,Rahul Mhaske,14,39,385720.69,99824.43,25.88,27551.48
CUST04362,Neha Verma,13,35,385666.47,101435.32,26.3,29666.65
CUST00657,Priya Mehta,14,42,385494.34,79763.11,20.69,27535.31
CUST04520,Aditya Kumar,15,40,385470.23,105235.49,27.3,25698.02
CUST05484,Rohan Nair,19,46,385277.83,92608.95,24.04,20277.78
CUST00403,Aarav Shah,20,50,385265.74,88044.65,22.85,19263.29
CUST01814,Priya Gupta,18,45,385250.36,93600.53,24.3,21402.8
CUST05698,Kavya Deshmukh,14,39,385088.4,128106.4,33.27,27506.31
CUST05029,Meera Singh,11,33,385067.9,84898.18,22.05,35006.17
CUST02641,Pooja Patil,15,42,384955.29,111947.47,29.08,25663.69
CUST01582,Ananya Gupta,14,40,384851.18,108802.02,28.27,27489.37
CUST03918,Vivaan Kumar,19,57,384839.18,69909.81,18.17,20254.69
CUST00774,Aarav Singh,12,41,384838.23,78140.25,20.3,32069.85
CUST00366,Rohan Shah,19,45,384445.54,81422.89,21.18,20233.98
CUST05629,Rahul Singh,15,38,384282.87,114277.9,29.74,25618.86
CUST03031,Sneha Deshmukh,17,47,384256.12,99380.91,25.86,22603.3
CUST04761,Priya Patil,16,42,384251.44,92875.89,24.17,24015.72
CUST04391,Amit Verma,15,35,384090.71,118706.5,30.91,25606.05
CUST01183,Rohan Mhaske,11,32,384065.25,112227.87,29.22,34915.02
CUST03722,Aarav Mhaske,17,39,383974.59,78410.81,20.42,22586.74
CUST05006,Pooja Shah,22,51,383770.65,89917.04,23.43,17444.12
CUST04617,Amit Kumar,13,42,383638.4,85078.88,22.18,29510.65
CUST05237,Neha Gupta,18,49,383280.03,100568.3,26.24,21293.33
CUST02620,Amit Joshi,22,52,383219.43,120484.72,31.44,17419.06
CUST02810,Rohan Deshmukh,15,40,383124.12,83327.36,21.75,25541.61
CUST01725,Vivaan Shah,18,50,383019.33,84360.53,22.03,21278.85
CUST03045,Kavya Joshi,17,41,382931.96,100681.45,26.29,22525.41
CUST03867,Priya Singh,17,48,382641.98,98955.42,25.86,22508.35
CUST04371,Kavya Nair,14,42,382468.94,100563.46,26.29,27319.21
CUST05704,Aarav Nair,14,37,382277.39,84700.35,22.16,27305.53
CUST00131,Vivaan Gupta,16,48,382252.71,87388.55,22.86,23890.79
CUST04959,Meera Singh,21,51,382047.79,99191.68,25.96,18192.75
CUST04944,Aditya Patil,14,42,381816.12,70588.0,18.49,27272.58
CUST01114,Priya Singh,15,39,381793.45,84463.36,22.12,25452.9
CUST03129,Amit Mhaske,14,38,381057.0,88566.19,23.24,27218.36
CUST04752,Pooja Joshi,18,46,381053.55,109239.03,28.67,21169.64
CUST03411,Sneha Mhaske,17,47,380999.93,81444.03,21.38,22411.76
CUST02946,Neha Mehta,20,57,380975.55,92875.58,24.38,19048.78
CUST01080,Arjun Mehta,20,51,380464.64,76217.22,20.03,19023.23
CUST02517,Karan Mehta,14,41,380380.95,104465.6,27.46,27170.07
CUST05201,Aarav Shah,21,42,380319.22,105356.28,27.7,18110.44
CUST02125,Karan Joshi,14,41,380173.33,92609.5,24.36,27155.24
CUST01393,Rahul Kumar,22,47,380131.21,100376.56,26.41,17278.69
CUST00306,Rohan Kumar,13,45,380120.01,86520.11,22.76,29240.0
CUST03518,Arjun Mhaske,23,50,379553.6,106285.2,28.0,16502.33
CUST01508,Karan Shah,20,46,379441.23,102047.36,26.89,18972.06
CUST05609,Ananya Nair,18,50,379341.83,96614.18,25.47,21074.55
CUST00577,Meera Mehta,15,51,379316.04,85631.69,22.58,25287.74
CUST00267,Rahul Joshi,17,49,379311.63,82777.84,21.82,22312.45
CUST04447,Vivaan Sharma,19,42,379304.89,126347.78,33.31,19963.42
CUST03815,Arjun Nair,15,36,379141.13,106191.69,28.01,25276.08
CUST00894,Kavya Nair,18,36,378932.78,105854.85,27.93,21051.82
CUST03636,Vivaan Shah,14,36,378695.87,89890.15,23.74,27049.7
CUST04580,Neha Gupta,15,42,378599.95,114838.44,30.33,25240.0
CUST01308,Isha Patil,14,41,378560.62,84840.34,22.41,27040.04
CUST00875,Karan Patil,18,45,378472.14,107644.31,28.44,21026.23
CUST02211,Amit Shah,20,48,378328.58,91557.72,24.2,18916.43
CUST03718,Priya Gupta,15,48,378116.19,95254.75,25.19,25207.75
CUST03512,Rohan Gupta,20,51,377702.82,100091.47,26.5,18885.14
CUST02365,Rahul Verma,20,43,377518.11,97591.03,25.85,18875.91
CUST04624,Arjun Nair,15,35,377365.68,110683.49,29.33,25157.71
CUST03001,Aarav Nair,14,32,377286.07,91345.71,24.21,26949.01
CUST00687,Sneha Shah,17,45,377285.54,96886.84,25.68,22193.27
CUST00877,Aarav Singh,13,39,377188.97,107570.25,28.52,29014.54
CUST04443,Arjun Mehta,16,43,377009.41,86079.57,22.83,23563.09
CUST00098,Amit Patil,17,53,376981.15,112108.54,29.74,22175.36
CUST00871,Karan Shah,18,46,376578.54,87194.19,23.15,20921.03
CUST01932,Arjun Mehta,21,47,376460.61,77647.73,20.63,17926.7
CUST05487,Rahul Deshmukh,16,38,375960.07,101757.28,27.07,23497.5
CUST02566,Neha Deshmukh,17,41,375588.93,88128.34,23.46,22093.47
CUST02089,Pooja Gupta,22,46,375359.36,88003.83,23.45,17061.79
CUST03357,Karan Kumar,22,61,375359.22,77674.84,20.69,17061.78
CUST01087,Isha Patil,19,50,375342.45,89705.97,23.9,19754.87
