Customer_ID,Customer_Name,Recency_Days,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Total_Score,Customer_Segment
CUST02885,Aarav Patil,14.0,17,320569.95,5,5,5,15,Champions
CUST04847,Aditya Deshmukh,9.0,18,320483.98,5,5,5,15,Champions
CUST02167,Priya Mehta,5.0,18,318760.71,5,5,5,15,Champions
CUST01089,Rohan Mehta,12.0,17,318583.6,5,5,5,15,Champions
CUST02315,Aditya Joshi,7.0,19,318316.06,5,5,5,15,Champions
CUST00535,Meera Patil,12.0,21,317199.39,5,5,5,15,Champions
CUST02509,Kavya Deshmukh,3.0,16,315621.5,5,5,5,15,Champions
CUST04256,Rohan Verma,9.0,16,315613.38,5,5,5,15,Champions
CUST02446,Aditya Verma,16.0,18,313921.16,5,5,5,15,Champions
CUST02076,Meera Shah,3.0,21,313596.56,5,5,5,15,Champions
CUST00559,Meera Shah,12.0,16,313128.17,5,5,5,15,Champions
CUST03472,Karan Joshi,7.0,19,313083.97,5,5,5,15,Champions
CUST02419,Amit Verma,16.0,18,313039.63,5,5,5,15,Champions
CUST03799,Vivaan Gupta,1.0,19,310100.65,5,5,5,15,Champions
CUST01783,Neha Kumar,9.0,16,309736.48,5,5,5,15,Champions
CUST04012,Rahul Sharma,11.0,19,309496.84,5,5,5,15,Champions
CUST05707,Ananya Singh,10.0,18,309419.43,5,5,5,15,Champions
CUST03230,Kavya Patil,9.0,18,308182.73,5,5,5,15,Champions
CUST00932,Karan Joshi,6.0,17,307564.25,5,5,5,15,Champions
CUST03353,Aarav Verma,9.0,16,307547.45,5,5,5,15,Champions
CUST01048,Pooja Deshmukh,10.0,19,306851.05,5,5,5,15,Champions
CUST03768,Isha Kumar,0.0,20,306076.35,5,5,5,15,Champions
CUST02042,Amit Singh,9.0,17,305680.56,5,5,5,15,Champions
CUST00721,Isha Mhaske,1.0,17,305337.31,5,5,5,15,Champions
CUST04331,Pooja Nair,6.0,16,303512.68,5,5,5,15,Champions
CUST01638,Neha Singh,14.0,17,303276.95,5,5,5,15,Champions
CUST05990,Karan Sharma,4.0,18,301450.15,5,5,5,15,Champions
CUST01058,Aditya Nair,13.0,20,299754.05,5,5,5,15,Champions
CUST02176,Aarav Joshi,30.0,20,629769.19,4,5,5,14,Champions
CUST01171,Aarav Gupta,24.0,22,612137.04,4,5,5,14,Champions
CUST03036,Pooja Singh,33.0,21,569817.88,4,5,5,14,Champions
CUST01817,Amit Patil,33.0,21,529895.41,4,5,5,14,Champions
CUST00778,Karan Shah,33.0,21,527205.51,4,5,5,14,Champions
CUST04540,Karan Mehta,31.0,18,517450.86,4,5,5,14,Champions
CUST03272,Rohan Joshi,22.0,17,484448.68,4,5,5,14,Champions
CUST01441,Kavya Sharma,33.0,18,481020.45,4,5,5,14,Champions
CUST05866,Neha Joshi,28.0,20,480274.75,4,5,5,14,Champions
CUST05985,Rahul Shah,32.0,20,478666.8,4,5,5,14,Champions
CUST04325,Vivaan Patil,30.0,16,476180.64,4,5,5,14,Champions
CUST03262,Karan Joshi,20.0,21,474872.14,4,5,5,14,Champions
CUST02501,Sneha Mehta,29.0,20,474795.5,4,5,5,14,Champions
CUST05566,Isha Mehta,37.0,18,472210.38,4,5,5,14,Champions
CUST00716,Sneha Nair,17.0,17,467191.18,4,5,5,14,Champions
CUST03497,Vivaan Singh,34.0,18,456254.79,4,5,5,14,Champions
CUST01975,Neha Gupta,21.0,19,452009.18,4,5,5,14,Champions
CUST04680,Ananya Deshmukh,22.0,16,447281.23,4,5,5,14,Champions
CUST01293,Arjun Mhaske,36.0,18,446482.53,4,5,5,14,Champions
CUST05640,Rahul Verma,19.0,18,445135.39,4,5,5,14,Champions
CUST03905,Sneha Nair,35.0,20,441006.14,4,5,5,14,Champions
CUST03078,Rohan Nair,29.0,16,436573.78,4,5,5,14,Champions
CUST03896,Rahul Shah,15.0,14,436460.88,5,4,5,14,Champions
CUST04414,Arjun Sharma,19.0,21,434529.97,4,5,5,14,Champions
CUST02303,Aarav Mehta,33.0,18,432554.02,4,5,5,14,Champions
CUST01256,Arjun Joshi,22.0,16,430185.06,4,5,5,14,Champions
CUST04036,Kavya Sharma,23.0,16,423701.65,4,5,5,14,Champions
CUST05315,Karan Singh,23.0,19,420938.81,4,5,5,14,Champions
CUST00742,Rahul Patil,28.0,18,419575.07,4,5,5,14,Champions
CUST00225,Meera Patil,17.0,15,417430.88,4,5,5,14,Champions
CUST04338,Karan Mehta,20.0,16,416654.38,4,5,5,14,Champions
CUST02945,Rohan Verma,30.0,16,415729.94,4,5,5,14,Champions
CUST03973,Aarav Mehta,17.0,17,412836.96,4,5,5,14,Champions
CUST00949,Rohan Nair,24.0,18,412234.45,4,5,5,14,Champions
CUST02790,Rahul Patil,29.0,19,410918.0,4,5,5,14,Champions
CUST02720,Arjun Mhaske,31.0,18,410094.8,4,5,5,14,Champions
CUST05905,Neha Patil,24.0,18,409465.05,4,5,5,14,Champions
CUST03106,Aditya Joshi,26.0,16,404921.92,4,5,5,14,Champions
CUST05651,Ananya Deshmukh,23.0,22,404840.03,4,5,5,14,Champions
CUST03343,Amit Singh,28.0,15,404662.69,4,5,5,14,Champions
CUST00053,Vivaan Nair,28.0,19,403703.38,4,5,5,14,Champions
CUST05889,Kavya Deshmukh,29.0,17,400298.86,4,5,5,14,Champions
CUST02021,Arjun Kumar,29.0,15,399578.46,4,5,5,14,Champions
CUST00080,Pooja Verma,20.0,19,399209.45,4,5,5,14,Champions
CUST02975,Pooja Verma,24.0,22,398605.43,4,5,5,14,Champions
CUST00257,Isha Sharma,16.0,15,398043.41,4,5,5,14,Champions
CUST05914,Sneha Verma,31.0,15,396540.79,4,5,5,14,Champions
CUST05925,Aditya Gupta,16.0,16,395479.25,4,5,5,14,Champions
CUST05837,Ananya Patil,33.0,21,394185.19,4,5,5,14,Champions
CUST04602,Arjun Deshmukh,3.0,13,393966.52,5,4,5,14,Champions
CUST03485,Isha Gupta,29.0,15,393599.06,4,5,5,14,Champions
CUST04864,Rohan Sharma,19.0,22,393562.85,4,5,5,14,Champions
CUST00821,Aarav Joshi,27.0,17,391812.58,4,5,5,14,Champions
CUST01575,Sneha Kumar,25.0,22,389460.19,4,5,5,14,Champions
CUST05614,Rohan Patil,34.0,16,388990.71,4,5,5,14,Champions
CUST00727,Arjun Joshi,18.0,21,387874.49,4,5,5,14,Champions
CUST03046,Aarav Mhaske,36.0,22,387696.79,4,5,5,14,Champions
CUST05589,Kavya Joshi,25.0,20,387655.65,4,5,5,14,Champions
CUST00134,Meera Gupta,20.0,17,386708.39,4,5,5,14,Champions
CUST05930,Aarav Joshi,17.0,17,386505.09,4,5,5,14,Champions
CUST00881,Rahul Mhaske,6.0,14,385720.69,5,4,5,14,Champions
CUST04362,Neha Verma,5.0,13,385666.47,5,4,5,14,Champions
CUST05484,Rohan Nair,22.0,19,385277.83,4,5,5,14,Champions
CUST05698,Kavya Deshmukh,3.0,14,385088.4,5,4,5,14,Champions
CUST01582,Ananya Gupta,5.0,14,384851.18,5,4,5,14,Champions
CUST02620,Amit Joshi,24.0,22,383219.43,4,5,5,14,Champions
CUST03867,Priya Singh,18.0,17,382641.98,4,5,5,14,Champions
CUST04371,Kavya Nair,9.0,14,382468.94,5,4,5,14,Champions
CUST05704,Aarav Nair,4.0,14,382277.39,5,4,5,14,Champions
CUST04752,Pooja Joshi,37.0,18,381053.55,4,5,5,14,Champions
CUST02946,Neha Mehta,17.0,20,380975.55,4,5,5,14,Champions
CUST01080,Arjun Mehta,18.0,20,380464.64,4,5,5,14,Champions
CUST02125,Karan Joshi,4.0,14,380173.33,5,4,5,14,Champions
CUST03518,Arjun Mhaske,26.0,23,379553.6,4,5,5,14,Champions
CUST05609,Ananya Nair,18.0,18,379341.83,4,5,5,14,Champions
CUST00267,Rahul Joshi,36.0,17,379311.63,4,5,5,14,Champions
CUST03815,Arjun Nair,21.0,15,379141.13,4,5,5,14,Champions
CUST03718,Priya Gupta,31.0,15,378116.19,4,5,5,14,Champions
CUST04624,Arjun Nair,19.0,15,377365.68,4,5,5,14,Champions
CUST02566,Neha Deshmukh,28.0,17,375588.93,4,5,5,14,Champions
CUST02089,Pooja Gupta,20.0,22,375359.36,4,5,5,14,Champions
CUST05768,Rohan Sharma,34.0,19,375243.57,4,5,5,14,Champions
CUST03650,Sneha Kumar,37.0,17,374813.41,4,5,5,14,Champions
CUST01606,Sneha Joshi,29.0,15,374790.94,4,5,5,14,Champions
CUST02025,Rahul Sharma,35.0,17,374335.6,4,5,5,14,Champions
CUST05578,Amit Mhaske,23.0,16,373628.36,4,5,5,14,Champions
CUST02156,Meera Singh,29.0,17,373140.11,4,5,5,14,Champions
CUST01035,Priya Nair,30.0,20,373103.04,4,5,5,14,Champions
CUST04344,Arjun Patil,32.0,18,373101.97,4,5,5,14,Champions
CUST00586,Vivaan Verma,29.0,17,372680.16,4,5,5,14,Champions
CUST01097,Priya Shah,37.0,17,372561.83,4,5,5,14,Champions
CUST02104,Pooja Gupta,35.0,20,372225.6,4,5,5,14,Champions
CUST00738,Pooja Patil,30.0,19,371100.74,4,5,5,14,Champions
CUST00152,Isha Joshi,18.0,18,370521.62,4,5,5,14,Champions
CUST03541,Kavya Nair,18.0,21,370051.52,4,5,5,14,Champions
CUST00031,Aditya Deshmukh,29.0,20,369592.95,4,5,5,14,Champions
CUST02306,Rahul Sharma,12.0,14,368901.41,5,4,5,14,Champions
CUST04887,Ananya Patil,18.0,16,367614.22,4,5,5,14,Champions
CUST03168,Sneha Sharma,18.0,20,364943.78,4,5,5,14,Champions
CUST04376,Sneha Kumar,37.0,18,364743.05,4,5,5,14,Champions
CUST01916,Sneha Patil,1.0,14,364479.84,5,4,5,14,Champions
CUST03574,Priya Mhaske,24.0,15,364295.95,4,5,5,14,Champions
CUST03302,Rahul Gupta,16.0,17,363450.03,4,5,5,14,Champions
CUST00465,Ananya Nair,19.0,19,363268.53,4,5,5,14,Champions
CUST05587,Vivaan Singh,3.0,14,362554.65,5,4,5,14,Champions
CUST05264,Rohan Gupta,0.0,14,360818.38,5,4,5,14,Champions
CUST03392,Karan Gupta,33.0,19,358793.37,4,5,5,14,Champions
CUST03511,Rohan Gupta,10.0,14,358263.86,5,4,5,14,Champions
CUST03611,Karan Deshmukh,29.0,21,357556.53,4,5,5,14,Champions
CUST00162,Neha Sharma,19.0,16,356746.48,4,5,5,14,Champions
CUST00203,Amit Patil,36.0,15,356180.65,4,5,5,14,Champions
CUST00385,Kavya Deshmukh,34.0,16,354035.52,4,5,5,14,Champions
CUST00275,Pooja Mhaske,13.0,14,352751.71,5,4,5,14,Champions
CUST03914,Aditya Mhaske,36.0,16,351318.63,4,5,5,14,Champions
CUST04948,Meera Gupta,32.0,15,351207.8,4,5,5,14,Champions
CUST05763,Priya Verma,26.0,19,350185.86,4,5,5,14,Champions
CUST02921,Vivaan Mhaske,19.0,15,350078.04,4,5,5,14,Champions
CUST01348,Isha Sharma,19.0,16,349241.11,4,5,5,14,Champions
CUST04790,Kavya Joshi,37.0,20,347721.94,4,5,5,14,Champions
CUST00784,Isha Deshmukh,23.0,20,347507.76,4,5,5,14,Champions
CUST01670,Meera Gupta,21.0,15,345483.32,4,5,5,14,Champions
CUST02246,Vivaan Mhaske,20.0,17,345421.02,4,5,5,14,Champions
CUST05385,Ananya Mhaske,25.0,18,345388.09,4,5,5,14,Champions
CUST01981,Amit Kumar,27.0,16,344916.68,4,5,5,14,Champions
CUST03296,Karan Verma,18.0,19,343590.5,4,5,5,14,Champions
CUST04567,Sneha Gupta,26.0,23,343509.7,4,5,5,14,Champions
CUST00458,Neha Mehta,19.0,18,343352.15,4,5,5,14,Champions
CUST04584,Rahul Gupta,35.0,16,343163.91,4,5,5,14,Champions
CUST05581,Aditya Kumar,27.0,15,342763.08,4,5,5,14,Champions
CUST00527,Priya Verma,0.0,13,342489.2,5,4,5,14,Champions
CUST01586,Karan Patil,35.0,15,342260.33,4,5,5,14,Champions
CUST03613,Rahul Deshmukh,12.0,13,341857.91,5,4,5,14,Champions
CUST00668,Amit Nair,2.0,14,341667.16,5,4,5,14,Champions
CUST03968,Vivaan Kumar,34.0,19,341315.35,4,5,5,14,Champions
CUST04882,Aarav Sharma,19.0,18,341296.76,4,5,5,14,Champions
CUST03912,Vivaan Deshmukh,37.0,15,341181.55,4,5,5,14,Champions
CUST01374,Kavya Singh,23.0,18,341147.03,4,5,5,14,Champions
CUST05265,Isha Mehta,20.0,16,340231.09,4,5,5,14,Champions
CUST02073,Ananya Mhaske,31.0,15,340204.15,4,5,5,14,Champions
CUST00328,Rohan Patil,24.0,18,339453.94,4,5,5,14,Champions
CUST00235,Rohan Shah,12.0,13,339418.17,5,4,5,14,Champions
CUST03147,Sneha Verma,31.0,17,339407.63,4,5,5,14,Champions
CUST03496,Ananya Patil,34.0,16,338160.79,4,5,5,14,Champions
CUST02287,Rohan Mhaske,22.0,16,338089.93,4,5,5,14,Champions
CUST05418,Ananya Mhaske,8.0,13,338009.49,5,4,5,14,Champions
CUST02809,Sneha Patil,17.0,16,337739.83,4,5,5,14,Champions
CUST00096,Sneha Kumar,17.0,16,336925.98,4,5,5,14,Champions
CUST04170,Arjun Deshmukh,2.0,13,336866.98,5,4,5,14,Champions
CUST05291,Sneha Nair,9.0,14,336110.84,5,4,5,14,Champions
CUST01474,Kavya Patil,12.0,13,335785.03,5,4,5,14,Champions
CUST01419,Vivaan Kumar,21.0,17,335113.81,4,5,5,14,Champions
CUST00161,Isha Mehta,11.0,13,334958.09,5,4,5,14,Champions
CUST04894,Aditya Deshmukh,8.0,14,334559.46,5,4,5,14,Champions
CUST05384,Amit Mhaske,24.0,16,334550.11,4,5,5,14,Champions
CUST04071,Karan Joshi,33.0,16,333848.9,4,5,5,14,Champions
CUST04718,Vivaan Shah,0.0,14,333559.14,5,4,5,14,Champions
CUST03642,Isha Singh,27.0,17,333244.98,4,5,5,14,Champions
CUST03686,Rohan Mhaske,13.0,15,333133.38,5,4,5,14,Champions
